,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps
100,100,280324476,306221802,1,13,0,2022-01-01 13:00:00,"[280324476, 280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 13:06:12.600,372.6,"{280324476: '2022-01-01 13:00:00', 280324485: '2022-01-01 13:00:24', 307662889: '2022-01-01 13:00:49', 307662284: '2022-01-01 13:01:14', 309450366: '2022-01-01 13:01:39', 307662242: '2022-01-01 13:02:04', 306222128: '2022-01-01 13:02:29', 306222385: '2022-01-01 13:02:53', 306221900: '2022-01-01 13:03:18', 306225115: '2022-01-01 13:03:43', 306225011: '2022-01-01 13:04:08', 306221653: '2022-01-01 13:04:33', 306225000: '2022-01-01 13:04:58', 306221765: '2022-01-01 13:05:22', 306221807: '2022-01-01 13:05:47', 306221802: '2022-01-01 13:06:12'}"
101,101,309441548,280324476,1,21,23,2022-01-01 21:23:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 280324485, 280324476]",2022-01-01 21:29:22.800,382.8,"{309441548: '2022-01-01 21:23:00', 309441562: '2022-01-01 21:23:23', 309441547: '2022-01-01 21:23:47', 306221950: '2022-01-01 21:24:11', 399384843: '2022-01-01 21:24:35', 306221941: '2022-01-01 21:24:59', 306222676: '2022-01-01 21:25:23', 306221960: '2022-01-01 21:25:47', 306221900: '2022-01-01 21:26:11', 306222385: '2022-01-01 21:26:35', 306222128: '2022-01-01 21:26:59', 307662242: '2022-01-01 21:27:23', 309450366: '2022-01-01 21:27:47', 307662284: '2022-01-01 21:28:11', 307662889: '2022-01-01 21:28:34', 280324485: '2022-01-01 21:28:58', 280324476: '2022-01-01 21:29:22'}"
102,102,308304288,304525639,1,19,13,2022-01-01 19:13:00,"[308304288, 308304289, 306221804, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639]",2022-01-01 19:19:06.400,366.4,"{308304288: '2022-01-01 19:13:00', 308304289: '2022-01-01 19:13:20', 306221804: '2022-01-01 19:13:40', 306221802: '2022-01-01 19:14:01', 306221807: '2022-01-01 19:14:21', 306221765: '2022-01-01 19:14:41', 306225000: '2022-01-01 19:15:02', 306221653: '2022-01-01 19:15:22', 306225011: '2022-01-01 19:15:42', 306225115: '2022-01-01 19:16:03', 306221900: '2022-01-01 19:16:23', 306222385: '2022-01-01 19:16:43', 306222128: '2022-01-01 19:17:04', 307662242: '2022-01-01 19:17:24', 309450366: '2022-01-01 19:17:44', 307662284: '2022-01-01 19:18:05', 307662889: '2022-01-01 19:18:25', 307663269: '2022-01-01 19:18:46', 304525639: '2022-01-01 19:19:06'}"
103,103,307662198,7756059875,1,21,1,2022-01-01 21:01:00,"[307662198, 307661801, 307662149, 7756059875]",2022-01-01 21:01:39.700,39.7,"{307662198: '2022-01-01 21:01:00', 307661801: '2022-01-01 21:01:13', 307662149: '2022-01-01 21:01:26', 7756059875: '2022-01-01 21:01:39'}"
104,104,306221807,309450340,1,22,52,2022-01-01 22:52:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 22:53:44.100,104.1,"{306221807: '2022-01-01 22:52:00', 306221765: '2022-01-01 22:52:08', 306225000: '2022-01-01 22:52:17', 306224552: '2022-01-01 22:52:26', 306225009: '2022-01-01 22:52:34', 306225011: '2022-01-01 22:52:43', 306225115: '2022-01-01 22:52:52', 306221900: '2022-01-01 22:53:00', 306222385: '2022-01-01 22:53:09', 306222128: '2022-01-01 22:53:18', 309450229: '2022-01-01 22:53:26', 1633571571: '2022-01-01 22:53:35', 309450340: '2022-01-01 22:53:44'}"
105,105,307664242,306222383,1,13,22,2022-01-01 13:22:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306222383]",2022-01-01 13:27:24.500,324.5,"{307664242: '2022-01-01 13:22:00', 307664257: '2022-01-01 13:22:27', 290333443: '2022-01-01 13:22:54', 290333444: '2022-01-01 13:23:21', 304525639: '2022-01-01 13:23:48', 307663269: '2022-01-01 13:24:15', 307662889: '2022-01-01 13:24:42', 307662284: '2022-01-01 13:25:09', 309450366: '2022-01-01 13:25:36', 307662242: '2022-01-01 13:26:03', 306222128: '2022-01-01 13:26:30', 306222385: '2022-01-01 13:26:57', 306222383: '2022-01-01 13:27:24'}"
106,106,290333858,306222462,1,6,14,2022-01-01 06:14:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462]",2022-01-01 06:20:31.100,391.1,"{290333858: '2022-01-01 06:14:00', 307664257: '2022-01-01 06:14:30', 290333443: '2022-01-01 06:15:00', 290333444: '2022-01-01 06:15:30', 304525639: '2022-01-01 06:16:00', 307663269: '2022-01-01 06:16:30', 307662889: '2022-01-01 06:17:00', 307662284: '2022-01-01 06:17:30', 309450366: '2022-01-01 06:18:00', 307662242: '2022-01-01 06:18:30', 306222128: '2022-01-01 06:19:00', 309450229: '2022-01-01 06:19:30', 306226719: '2022-01-01 06:20:01', 306222462: '2022-01-01 06:20:31'}"
107,107,306225000,307662242,1,4,3,2022-01-01 04:03:00,"[306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242]",2022-01-01 04:04:21.100,81.1,"{306225000: '2022-01-01 04:03:00', 306224552: '2022-01-01 04:03:10', 306225009: '2022-01-01 04:03:20', 306225011: '2022-01-01 04:03:30', 306225115: '2022-01-01 04:03:40', 306221900: '2022-01-01 04:03:50', 306222385: '2022-01-01 04:04:00', 306222128: '2022-01-01 04:04:10', 307662242: '2022-01-01 04:04:21'}"
108,108,306225009,307662149,1,16,47,2022-01-01 16:47:00,"[306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149]",2022-01-01 16:48:33.100,93.1,"{306225009: '2022-01-01 16:47:00', 306225011: '2022-01-01 16:47:09', 306225115: '2022-01-01 16:47:18', 306221900: '2022-01-01 16:47:27', 306222385: '2022-01-01 16:47:37', 306222128: '2022-01-01 16:47:46', 307662242: '2022-01-01 16:47:55', 309450366: '2022-01-01 16:48:05', 307662284: '2022-01-01 16:48:14', 307661801: '2022-01-01 16:48:23', 307662149: '2022-01-01 16:48:33'}"
109,109,7756059834,309441562,1,1,35,2022-01-01 01:35:00,"[7756059834, 7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547, 309441548, 309441562]",2022-01-01 01:37:51.300,171.3,"{7756059834: '2022-01-01 01:35:00', 7756059836: '2022-01-01 01:35:09', 7756059845: '2022-01-01 01:35:19', 307662149: '2022-01-01 01:35:28', 307661801: '2022-01-01 01:35:38', 307662284: '2022-01-01 01:35:47', 309450366: '2022-01-01 01:35:57', 307662242: '2022-01-01 01:36:06', 306222128: '2022-01-01 01:36:16', 306222385: '2022-01-01 01:36:25', 306221900: '2022-01-01 01:36:35', 306221960: '2022-01-01 01:36:44', 306222676: '2022-01-01 01:36:54', 306221941: '2022-01-01 01:37:03', 399384843: '2022-01-01 01:37:13', 306221950: '2022-01-01 01:37:22', 309441547: '2022-01-01 01:37:32', 309441548: '2022-01-01 01:37:41', 309441562: '2022-01-01 01:37:51'}"
110,110,1479963453,290333400,1,17,21,2022-01-01 17:21:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 17:28:13.700,433.7,"{1479963453: '2022-01-01 17:21:00', 309441562: '2022-01-01 17:21:24', 309441547: '2022-01-01 17:21:48', 306221950: '2022-01-01 17:22:12', 399384843: '2022-01-01 17:22:36', 306221941: '2022-01-01 17:23:00', 306222676: '2022-01-01 17:23:24', 306221960: '2022-01-01 17:23:48', 306221900: '2022-01-01 17:24:12', 306222385: '2022-01-01 17:24:36', 306222128: '2022-01-01 17:25:00', 307662242: '2022-01-01 17:25:25', 309450366: '2022-01-01 17:25:49', 307662284: '2022-01-01 17:26:13', 307662889: '2022-01-01 17:26:37', 307663269: '2022-01-01 17:27:01', 304525639: '2022-01-01 17:27:25', 290333444: '2022-01-01 17:27:49', 290333400: '2022-01-01 17:28:13'}"
111,111,306221804,290333444,1,7,15,2022-01-01 07:15:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444]",2022-01-01 07:20:59.400,359.4,"{306221804: '2022-01-01 07:15:00', 306221802: '2022-01-01 07:15:19', 306221807: '2022-01-01 07:15:39', 306221765: '2022-01-01 07:15:59', 306225000: '2022-01-01 07:16:19', 306224552: '2022-01-01 07:16:39', 306225009: '2022-01-01 07:16:59', 306225011: '2022-01-01 07:17:19', 306225115: '2022-01-01 07:17:39', 306221900: '2022-01-01 07:17:59', 306222385: '2022-01-01 07:18:19', 306222128: '2022-01-01 07:18:39', 307662242: '2022-01-01 07:18:59', 309450366: '2022-01-01 07:19:19', 307662284: '2022-01-01 07:19:39', 307662889: '2022-01-01 07:19:59', 307663269: '2022-01-01 07:20:19', 304525639: '2022-01-01 07:20:39', 290333444: '2022-01-01 07:20:59'}"
112,112,307661801,306221900,1,5,20,2022-01-01 05:20:00,"[307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900]",2022-01-01 05:20:56.500,56.5,"{307661801: '2022-01-01 05:20:00', 307662284: '2022-01-01 05:20:09', 309450366: '2022-01-01 05:20:18', 307662242: '2022-01-01 05:20:28', 306222128: '2022-01-01 05:20:37', 306222385: '2022-01-01 05:20:47', 306221900: '2022-01-01 05:20:56'}"
113,113,306219024,354863048,1,12,25,2022-01-01 12:25:00,"[306219024, 306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366, 354863048]",2022-01-01 12:29:34.200,274.2,"{306219024: '2022-01-01 12:25:00', 306218723: '2022-01-01 12:25:34', 306222462: '2022-01-01 12:26:08', 306226719: '2022-01-01 12:26:42', 309450229: '2022-01-01 12:27:17', 306222128: '2022-01-01 12:27:51', 307662242: '2022-01-01 12:28:25', 309450366: '2022-01-01 12:28:59', 354863048: '2022-01-01 12:29:34'}"
114,114,3023405356,309450234,1,3,52,2022-01-01 03:52:00,"[3023405356, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571, 354863308, 309450234]",2022-01-01 03:54:07.700,127.7,"{3023405356: '2022-01-01 03:52:00', 306221802: '2022-01-01 03:52:09', 306221807: '2022-01-01 03:52:18', 306221765: '2022-01-01 03:52:27', 306225000: '2022-01-01 03:52:36', 306221653: '2022-01-01 03:52:45', 306225011: '2022-01-01 03:52:54', 306225115: '2022-01-01 03:53:03', 306221900: '2022-01-01 03:53:12', 306222385: '2022-01-01 03:53:22', 306222128: '2022-01-01 03:53:31', 309450229: '2022-01-01 03:53:40', 1633571571: '2022-01-01 03:53:49', 354863308: '2022-01-01 03:53:58', 309450234: '2022-01-01 03:54:07'}"
115,115,1479963453,306222128,1,15,32,2022-01-01 15:32:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128]",2022-01-01 15:34:52.200,172.2,"{1479963453: '2022-01-01 15:32:00', 309441562: '2022-01-01 15:32:17', 309441547: '2022-01-01 15:32:34', 306221950: '2022-01-01 15:32:51', 399384843: '2022-01-01 15:33:08', 306221941: '2022-01-01 15:33:26', 306222676: '2022-01-01 15:33:43', 306221960: '2022-01-01 15:34:00', 306221900: '2022-01-01 15:34:17', 306222385: '2022-01-01 15:34:34', 306222128: '2022-01-01 15:34:52'}"
116,116,306221941,7756059836,1,7,44,2022-01-01 07:44:00,"[306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 07:45:23.900,83.9,"{306221941: '2022-01-01 07:44:00', 306222676: '2022-01-01 07:44:06', 306221960: '2022-01-01 07:44:13', 306221900: '2022-01-01 07:44:20', 306222385: '2022-01-01 07:44:27', 306222128: '2022-01-01 07:44:34', 307662242: '2022-01-01 07:44:41', 309450366: '2022-01-01 07:44:48', 307662284: '2022-01-01 07:44:55', 307661801: '2022-01-01 07:45:02', 307662149: '2022-01-01 07:45:09', 7756059845: '2022-01-01 07:45:16', 7756059836: '2022-01-01 07:45:23'}"
117,117,307664242,306221807,1,1,26,2022-01-01 01:26:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807]",2022-01-01 01:32:25.600,385.6,"{307664242: '2022-01-01 01:26:00', 307664257: '2022-01-01 01:26:20', 290333443: '2022-01-01 01:26:40', 290333444: '2022-01-01 01:27:00', 304525639: '2022-01-01 01:27:21', 307663269: '2022-01-01 01:27:41', 307662889: '2022-01-01 01:28:01', 307662284: '2022-01-01 01:28:22', 309450366: '2022-01-01 01:28:42', 307662242: '2022-01-01 01:29:02', 306222128: '2022-01-01 01:29:22', 306222385: '2022-01-01 01:29:43', 306221900: '2022-01-01 01:30:03', 306225115: '2022-01-01 01:30:23', 306225011: '2022-01-01 01:30:44', 306225009: '2022-01-01 01:31:04', 306224552: '2022-01-01 01:31:24', 306225000: '2022-01-01 01:31:45', 306221765: '2022-01-01 01:32:05', 306221807: '2022-01-01 01:32:25'}"
118,118,307662889,354863048,1,2,2,2022-01-01 02:02:00,"[307662889, 307662284, 309450366, 354863048]",2022-01-01 02:04:19.200,139.2,"{307662889: '2022-01-01 02:02:00', 307662284: '2022-01-01 02:02:46', 309450366: '2022-01-01 02:03:32', 354863048: '2022-01-01 02:04:19'}"
119,119,304525639,306221653,1,16,47,2022-01-01 16:47:00,"[304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653]",2022-01-01 16:51:44.500,284.5,"{304525639: '2022-01-01 16:47:00', 307663269: '2022-01-01 16:47:25', 307662889: '2022-01-01 16:47:51', 307662284: '2022-01-01 16:48:17', 309450366: '2022-01-01 16:48:43', 307662242: '2022-01-01 16:49:09', 306222128: '2022-01-01 16:49:35', 306222385: '2022-01-01 16:50:01', 306221900: '2022-01-01 16:50:26', 306225115: '2022-01-01 16:50:52', 306225011: '2022-01-01 16:51:18', 306221653: '2022-01-01 16:51:44'}"
120,120,309450229,3023405360,1,10,49,2022-01-01 10:49:00,"[309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 3023405360]",2022-01-01 10:50:25.400,85.4,"{309450229: '2022-01-01 10:49:00', 306222128: '2022-01-01 10:49:08', 306222385: '2022-01-01 10:49:17', 306221900: '2022-01-01 10:49:25', 306225115: '2022-01-01 10:49:34', 306225011: '2022-01-01 10:49:42', 306225009: '2022-01-01 10:49:51', 306224552: '2022-01-01 10:49:59', 306225000: '2022-01-01 10:50:08', 306221765: '2022-01-01 10:50:16', 3023405360: '2022-01-01 10:50:25'}"
121,121,307662198,307662242,1,20,7,2022-01-01 20:07:00,"[307662198, 307661801, 307662284, 309450366, 307662242]",2022-01-01 20:07:34.400,34.4,"{307662198: '2022-01-01 20:07:00', 307661801: '2022-01-01 20:07:08', 307662284: '2022-01-01 20:07:17', 309450366: '2022-01-01 20:07:25', 307662242: '2022-01-01 20:07:34'}"
122,122,309450234,306221804,1,13,8,2022-01-01 13:08:00,"[309450234, 354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221802, 306221804]",2022-01-01 13:10:07.800,127.8,"{309450234: '2022-01-01 13:08:00', 354863308: '2022-01-01 13:08:08', 1633571571: '2022-01-01 13:08:17', 309450229: '2022-01-01 13:08:25', 306222128: '2022-01-01 13:08:34', 306222385: '2022-01-01 13:08:42', 306221900: '2022-01-01 13:08:51', 306225115: '2022-01-01 13:08:59', 306225011: '2022-01-01 13:09:08', 306225009: '2022-01-01 13:09:16', 306224552: '2022-01-01 13:09:25', 306225000: '2022-01-01 13:09:33', 306221765: '2022-01-01 13:09:42', 306221807: '2022-01-01 13:09:50', 306221802: '2022-01-01 13:09:59', 306221804: '2022-01-01 13:10:07'}"
123,123,307662198,306222676,1,18,2,2022-01-01 18:02:00,"[307662198, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676]",2022-01-01 18:03:03.100,63.1,"{307662198: '2022-01-01 18:02:00', 307661801: '2022-01-01 18:02:07', 307662284: '2022-01-01 18:02:14', 309450366: '2022-01-01 18:02:21', 307662242: '2022-01-01 18:02:28', 306222128: '2022-01-01 18:02:35', 306222385: '2022-01-01 18:02:42', 306221900: '2022-01-01 18:02:49', 306221960: '2022-01-01 18:02:56', 306222676: '2022-01-01 18:03:03'}"
124,124,280324476,290333858,1,9,32,2022-01-01 09:32:00,"[280324476, 280324485, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 09:37:13.600,313.6,"{280324476: '2022-01-01 09:32:00', 280324485: '2022-01-01 09:32:39', 307662889: '2022-01-01 09:33:18', 307663269: '2022-01-01 09:33:57', 304525639: '2022-01-01 09:34:36', 290333444: '2022-01-01 09:35:16', 290333443: '2022-01-01 09:35:55', 307664257: '2022-01-01 09:36:34', 290333858: '2022-01-01 09:37:13'}"
125,125,306221960,290333400,1,17,2,2022-01-01 17:02:00,"[306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 17:06:39.500,279.5,"{306221960: '2022-01-01 17:02:00', 306221900: '2022-01-01 17:02:25', 306222385: '2022-01-01 17:02:50', 306222128: '2022-01-01 17:03:16', 307662242: '2022-01-01 17:03:41', 309450366: '2022-01-01 17:04:07', 307662284: '2022-01-01 17:04:32', 307662889: '2022-01-01 17:04:57', 307663269: '2022-01-01 17:05:23', 304525639: '2022-01-01 17:05:48', 290333444: '2022-01-01 17:06:14', 290333400: '2022-01-01 17:06:39'}"
126,126,280324485,306221941,1,2,19,2022-01-01 02:19:00,"[280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941]",2022-01-01 02:23:33.800,273.8,"{280324485: '2022-01-01 02:19:00', 307662889: '2022-01-01 02:19:27', 307662284: '2022-01-01 02:19:54', 309450366: '2022-01-01 02:20:22', 307662242: '2022-01-01 02:20:49', 306222128: '2022-01-01 02:21:16', 306222385: '2022-01-01 02:21:44', 306221900: '2022-01-01 02:22:11', 306221960: '2022-01-01 02:22:39', 306222676: '2022-01-01 02:23:06', 306221941: '2022-01-01 02:23:33'}"
127,127,3023405360,7756059834,1,19,51,2022-01-01 19:51:00,"[3023405360, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 19:53:29.400,149.4,"{3023405360: '2022-01-01 19:51:00', 306221765: '2022-01-01 19:51:08', 306225000: '2022-01-01 19:51:17', 306224552: '2022-01-01 19:51:26', 306225009: '2022-01-01 19:51:35', 306225011: '2022-01-01 19:51:43', 306225115: '2022-01-01 19:51:52', 306221900: '2022-01-01 19:52:01', 306222385: '2022-01-01 19:52:10', 306222128: '2022-01-01 19:52:19', 307662242: '2022-01-01 19:52:27', 309450366: '2022-01-01 19:52:36', 307662284: '2022-01-01 19:52:45', 307661801: '2022-01-01 19:52:54', 307662149: '2022-01-01 19:53:03', 7756059845: '2022-01-01 19:53:11', 7756059836: '2022-01-01 19:53:20', 7756059834: '2022-01-01 19:53:29'}"
128,128,1479963453,309450344,1,7,19,2022-01-01 07:19:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 309450229, 1633571571, 309450340, 309450344]",2022-01-01 07:22:21.800,201.8,"{1479963453: '2022-01-01 07:19:00', 309441562: '2022-01-01 07:19:14', 309441547: '2022-01-01 07:19:28', 306221950: '2022-01-01 07:19:43', 399384843: '2022-01-01 07:19:57', 306221941: '2022-01-01 07:20:12', 306222676: '2022-01-01 07:20:26', 306221960: '2022-01-01 07:20:40', 306221900: '2022-01-01 07:20:55', 306222385: '2022-01-01 07:21:09', 306222128: '2022-01-01 07:21:24', 309450229: '2022-01-01 07:21:38', 1633571571: '2022-01-01 07:21:52', 309450340: '2022-01-01 07:22:07', 309450344: '2022-01-01 07:22:21'}"
129,129,354863048,7756059836,1,2,40,2022-01-01 02:40:00,"[354863048, 307662198, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 02:40:41.400,41.4,"{354863048: '2022-01-01 02:40:00', 307662198: '2022-01-01 02:40:08', 307661801: '2022-01-01 02:40:16', 307662149: '2022-01-01 02:40:24', 7756059845: '2022-01-01 02:40:33', 7756059836: '2022-01-01 02:40:41'}"
130,130,306221941,1479963453,1,6,21,2022-01-01 06:21:00,"[306221941, 399384843, 306221950, 309441547, 309441548, 309441562, 1479963453]",2022-01-01 06:23:28.500,148.5,"{306221941: '2022-01-01 06:21:00', 399384843: '2022-01-01 06:21:24', 306221950: '2022-01-01 06:21:49', 309441547: '2022-01-01 06:22:14', 309441548: '2022-01-01 06:22:39', 309441562: '2022-01-01 06:23:03', 1479963453: '2022-01-01 06:23:28'}"
131,131,280430536,309450366,1,13,30,2022-01-01 13:30:00,"[280430536, 307661801, 307662284, 309450366]",2022-01-01 13:30:44.400,44.4,"{280430536: '2022-01-01 13:30:00', 307661801: '2022-01-01 13:30:14', 307662284: '2022-01-01 13:30:29', 309450366: '2022-01-01 13:30:44'}"
132,132,1479963453,307662242,1,18,34,2022-01-01 18:34:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242]",2022-01-01 18:37:01.600,181.6,"{1479963453: '2022-01-01 18:34:00', 309441562: '2022-01-01 18:34:16', 309441547: '2022-01-01 18:34:33', 306221950: '2022-01-01 18:34:49', 399384843: '2022-01-01 18:35:06', 306221941: '2022-01-01 18:35:22', 306222676: '2022-01-01 18:35:39', 306221960: '2022-01-01 18:35:55', 306221900: '2022-01-01 18:36:12', 306222385: '2022-01-01 18:36:28', 306222128: '2022-01-01 18:36:45', 307662242: '2022-01-01 18:37:01'}"
133,133,7756059834,308304289,1,4,42,2022-01-01 04:42:00,"[7756059834, 7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 04:45:14.000,194.0,"{7756059834: '2022-01-01 04:42:00', 7756059836: '2022-01-01 04:42:10', 7756059845: '2022-01-01 04:42:20', 307662149: '2022-01-01 04:42:30', 307661801: '2022-01-01 04:42:40', 307662284: '2022-01-01 04:42:51', 309450366: '2022-01-01 04:43:01', 307662242: '2022-01-01 04:43:11', 306222128: '2022-01-01 04:43:21', 306222385: '2022-01-01 04:43:31', 306221900: '2022-01-01 04:43:42', 306225115: '2022-01-01 04:43:52', 306225011: '2022-01-01 04:44:02', 306221653: '2022-01-01 04:44:12', 306225000: '2022-01-01 04:44:22', 306221765: '2022-01-01 04:44:33', 306221807: '2022-01-01 04:44:43', 306221802: '2022-01-01 04:44:53', 306221804: '2022-01-01 04:45:03', 308304289: '2022-01-01 04:45:14'}"
134,134,290333443,7756059836,1,8,50,2022-01-01 08:50:00,"[290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 08:54:19.100,259.1,"{290333443: '2022-01-01 08:50:00', 290333444: '2022-01-01 08:50:28', 304525639: '2022-01-01 08:50:57', 307663269: '2022-01-01 08:51:26', 307662889: '2022-01-01 08:51:55', 307662284: '2022-01-01 08:52:23', 307661801: '2022-01-01 08:52:52', 307662149: '2022-01-01 08:53:21', 7756059845: '2022-01-01 08:53:50', 7756059836: '2022-01-01 08:54:19'}"
135,135,306226719,307662238,1,8,9,2022-01-01 08:09:00,"[306226719, 309450229, 1633571571, 354863308, 307662238]",2022-01-01 08:09:40.800,40.8,"{306226719: '2022-01-01 08:09:00', 309450229: '2022-01-01 08:09:10', 1633571571: '2022-01-01 08:09:20', 354863308: '2022-01-01 08:09:30', 307662238: '2022-01-01 08:09:40'}"
136,136,290333400,309450234,1,15,7,2022-01-01 15:07:00,"[290333400, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 354863048, 307662238, 354863308, 309450234]",2022-01-01 15:11:43.100,283.1,"{290333400: '2022-01-01 15:07:00', 290333444: '2022-01-01 15:07:28', 304525639: '2022-01-01 15:07:56', 307663269: '2022-01-01 15:08:24', 307662889: '2022-01-01 15:08:53', 307662284: '2022-01-01 15:09:21', 309450366: '2022-01-01 15:09:49', 354863048: '2022-01-01 15:10:18', 307662238: '2022-01-01 15:10:46', 354863308: '2022-01-01 15:11:14', 309450234: '2022-01-01 15:11:43'}"
137,137,309450229,306221653,1,3,26,2022-01-01 03:26:00,"[309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653]",2022-01-01 03:26:49.700,49.7,"{309450229: '2022-01-01 03:26:00', 306222128: '2022-01-01 03:26:08', 306222385: '2022-01-01 03:26:16', 306221900: '2022-01-01 03:26:24', 306225115: '2022-01-01 03:26:33', 306225011: '2022-01-01 03:26:41', 306221653: '2022-01-01 03:26:49'}"
138,138,309450234,7756059836,1,10,17,2022-01-01 10:17:00,"[309450234, 354863308, 307662238, 354863048, 307662198, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 10:18:03.300,63.3,"{309450234: '2022-01-01 10:17:00', 354863308: '2022-01-01 10:17:07', 307662238: '2022-01-01 10:17:15', 354863048: '2022-01-01 10:17:23', 307662198: '2022-01-01 10:17:31', 307661801: '2022-01-01 10:17:39', 307662149: '2022-01-01 10:17:47', 7756059845: '2022-01-01 10:17:55', 7756059836: '2022-01-01 10:18:03'}"
139,139,291556214,306225011,1,14,26,2022-01-01 14:26:00,"[291556214, 297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011]",2022-01-01 14:31:29.500,329.5,"{291556214: '2022-01-01 14:26:00', 297675884: '2022-01-01 14:26:29', 307663269: '2022-01-01 14:26:59', 307662889: '2022-01-01 14:27:29', 307662284: '2022-01-01 14:27:59', 309450366: '2022-01-01 14:28:29', 307662242: '2022-01-01 14:28:59', 306222128: '2022-01-01 14:29:29', 306222385: '2022-01-01 14:29:59', 306221900: '2022-01-01 14:30:29', 306225115: '2022-01-01 14:30:59', 306225011: '2022-01-01 14:31:29'}"
140,140,306225115,306225011,1,18,41,2022-01-01 18:41:00,"[306225115, 306225011]",2022-01-01 18:41:08.400,8.4,"{306225115: '2022-01-01 18:41:00', 306225011: '2022-01-01 18:41:08'}"
