,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_node,dropoff_node,pickup_distance,dropoff_distance
680,id1132903,1,2016-05-11 11:15:39,2016-05-11 11:48:35,1,-73.9602279663086,40.78125381469727,-73.97559356689453,40.758548736572266,N,1976,5402554233,9436315334,19.93961089840975,38.2396218034402
681,id2920235,2,2016-06-05 01:00:29,2016-06-05 01:08:58,1,-74.00586700439453,40.74011993408203,-74.00402069091797,40.720890045166016,N,509,8262308649,2151385470,13.702206160925982,4.429923652482405
682,id2171557,2,2016-03-13 14:48:46,2016-03-13 15:01:05,4,-73.960693359375,40.772491455078125,-73.98481750488281,40.73649978637695,N,739,42430060,42449893,14.754824704204207,17.05888995396313
683,id2826811,2,2016-04-10 21:52:18,2016-04-10 22:02:53,1,-73.98215484619139,40.73186111450195,-73.95155334472656,40.77097702026367,N,635,8838881844,6689923792,3.82015235456731,47.588114468000114
684,id1929994,1,2016-05-26 11:46:48,2016-05-26 11:55:32,1,-73.96717834472656,40.75591659545898,-73.95919799804686,40.763431549072266,N,524,6175849568,7837088630,34.37835540385978,0.7077802785201212
685,id3614343,1,2016-06-16 23:42:22,2016-06-16 23:47:34,1,-73.98519897460938,40.747779846191406,-73.97904968261719,40.74126434326172,N,312,42446701,7640871295,13.855484638390838,31.71819218023762
686,id0245800,2,2016-05-12 16:58:51,2016-05-12 17:23:41,5,-73.9744415283203,40.778026580810554,-73.98638153076173,40.753509521484375,N,1490,7784867901,4707468280,15.650560073507867,45.86958806510029
687,id1212273,1,2016-02-14 17:34:48,2016-02-14 17:40:34,2,-73.98117065429686,40.7208366394043,-73.98616790771484,40.730178833007805,N,346,3783144654,4236104523,3.433878886740536,18.318616210873117
688,id3404596,2,2016-03-02 08:56:29,2016-03-02 09:05:46,6,-73.98925018310547,40.75625991821289,-73.97212982177734,40.76340866088867,N,557,6167628293,6188877009,73.69466939430025,45.50911655467082
689,id3171288,2,2016-03-20 20:31:32,2016-03-20 20:33:04,1,-73.98486328125,40.73255157470703,-73.98889923095702,40.72695159912109,N,92,8309479681,7977873364,12.909150101570958,10.767796546030603
690,id2816240,1,2016-04-17 08:03:20,2016-04-17 08:17:04,1,-73.96957397460938,40.7978630065918,-73.99505615234375,40.749858856201165,N,824,42428728,9469803474,3.4718458871756184,10.888270967985195
691,id3505430,1,2016-06-23 20:29:55,2016-06-23 20:38:57,1,-73.9910430908203,40.750537872314446,-74.00421905517578,40.72087860107422,N,542,7590955909,2151385470,15.911311018044815,20.880383268521083
692,id0937319,1,2016-02-09 23:27:59,2016-02-09 23:30:18,1,-73.96277618408203,40.775493621826165,-73.95108795166014,40.78605651855469,N,139,42436913,7066686010,19.38854148023025,11.950460998745221
693,id1354053,1,2016-04-01 16:30:42,2016-04-01 16:33:12,2,-73.98716735839844,40.7210807800293,-73.98251342773438,40.71963119506836,N,150,4561657053,7587615313,10.157859495073946,0.955665918128642
694,id3552614,1,2016-02-26 19:05:04,2016-02-26 19:21:06,1,-73.99192047119139,40.76460647583008,-73.95440673828125,40.76729202270508,N,962,42440170,7740583793,14.441989686530794,20.773097005314423
695,id0194083,2,2016-05-22 21:42:04,2016-05-22 22:00:50,4,-73.99011993408203,40.714168548583984,-74.00631713867188,40.73366928100586,N,1126,4540239967,8307642010,8.693216726638315,4.107270053143042
696,id3522352,1,2016-03-16 00:24:02,2016-03-16 00:34:48,1,-74.00135040283203,40.73127365112305,-73.9807357788086,40.77085876464844,N,646,4016646252,5727366250,13.476693652216186,30.009263616582444
697,id1951436,2,2016-06-06 20:02:51,2016-06-06 20:27:37,2,-74.00760650634764,40.71268844604492,-73.94969940185547,40.67868041992188,N,1486,4742692779,42451518,6.3027629321889735,4382.02903238674
698,id2611097,2,2016-05-27 14:35:42,2016-05-27 15:04:46,1,-73.95526123046875,40.768741607666016,-73.98822784423827,40.74747085571289,N,1744,4215940678,6223969252,23.480621757256063,2.6554034512522224
699,id2623219,1,2016-06-17 08:38:56,2016-06-17 08:50:27,1,-73.98251342773438,40.762519836425774,-73.98192596435547,40.76771926879882,N,691,3977886869,1825841721,11.83527411202706,5.553735614334797
700,id3617577,2,2016-03-26 18:27:52,2016-03-26 18:33:53,5,-73.95482635498048,40.7674217224121,-73.96992492675781,40.76230239868164,N,361,7740583793,42456598,53.43697704533818,19.181845121701915
701,id0808984,2,2016-04-26 19:52:52,2016-04-26 20:02:02,1,-73.96781158447266,40.762859344482415,-73.97660064697266,40.78233337402344,N,550,42447020,5316108106,9.567525379696653,37.78716908304071
702,id3499387,1,2016-01-25 19:45:12,2016-01-25 19:54:52,1,-73.78672027587889,40.64704132080078,-73.78672027587889,40.64704132080078,N,580,42437522,42437522,17666.402168110944,17666.402168110944
703,id0265651,1,2016-06-22 16:46:14,2016-06-22 16:49:58,2,-73.98622131347656,40.747108459472656,-73.99101257324217,40.73964691162109,N,224,6321287405,7781115597,46.198726356867226,2.722385963940267
704,id0633954,1,2016-04-06 18:10:09,2016-04-06 18:42:34,1,-73.96748352050781,40.7626838684082,-74.00937652587889,40.746673583984375,N,1945,6177439758,246652085,14.033253860375844,114.21970251296098
705,id1046492,2,2016-06-30 16:44:29,2016-06-30 16:53:16,2,-73.95517730712889,40.7830810546875,-73.96916198730467,40.7935791015625,N,527,7158854775,7066598473,32.22974482864493,82.55255697751885
706,id3401416,2,2016-02-14 08:39:39,2016-02-14 08:49:29,1,-73.96941375732422,40.76269912719727,-73.9943618774414,40.73215103149414,N,590,4960527247,8309478872,7.015293800045904,4.5807272906839875
707,id1213658,2,2016-05-31 21:15:06,2016-05-31 21:20:19,1,-73.98049163818358,40.751026153564446,-73.9720230102539,40.76279067993164,N,313,3997454668,4960527243,13.267628648298523,10.322250113603527
708,id0080798,2,2016-06-20 20:16:44,2016-06-20 20:26:09,1,-74.01513671875,40.71418762207031,-73.97539520263672,40.71761322021485,N,565,588592974,42430973,13.657738320364158,2.4649966712214364
709,id2403400,2,2016-04-13 11:27:18,2016-04-13 11:33:39,2,-73.96258544921875,40.76717376708984,-73.954833984375,40.78003692626953,N,381,6670248394,7924099752,7.647266272423817,17.11352344863427
710,id3107458,1,2016-06-23 00:09:36,2016-06-23 00:15:01,1,-74.00139617919923,40.730934143066406,-73.99401092529298,40.74622344970703,N,325,5151711951,9119739665,9.469899592718392,9.006852502298706
711,id2833082,1,2016-06-14 09:03:49,2016-06-14 09:49:32,1,-73.99258422851561,40.7372932434082,-73.77676391601561,40.644832611083984,N,2743,8264701250,42437522,1.0798105302531515,18533.407673985883
712,id2584444,1,2016-04-09 18:03:15,2016-04-09 18:11:41,2,-73.95564270019531,40.80929183959961,-73.97240447998048,40.78634643554688,N,506,42440134,42443353,24.678751078020575,24.457667076063398
713,id2523325,2,2016-05-25 13:42:28,2016-05-25 13:46:59,1,-73.97390747070312,40.793899536132805,-73.96676635742188,40.78908157348633,N,271,9492556581,7123525304,10.5048904337057,12.241402657171658
714,id3658881,2,2016-02-23 12:16:42,2016-02-23 12:51:31,2,-73.8626937866211,40.76898956298828,-73.9886703491211,40.6936912536621,N,2089,3786724053,4158654689,6364.4871679345115,1789.8594660261276
715,id3084276,2,2016-03-18 19:48:09,2016-03-18 19:52:56,6,-73.97726440429686,40.76434326171875,-73.98226165771484,40.77426910400391,N,287,42430384,7515300913,6.146223135095656,31.14248283641368
716,id1600477,1,2016-05-22 21:58:20,2016-05-22 22:11:50,1,-73.93580627441406,40.84997177124024,-73.92355346679686,40.8469352722168,N,810,1763569145,373783948,11.264258066064041,384.1941687498798
717,id1890300,2,2016-01-13 17:57:24,2016-01-13 18:07:29,1,-74.00453186035155,40.73331069946289,-74.0077896118164,40.70304870605469,N,605,4841945995,370880758,15.417301610612736,0.03633141177820975
718,id0757676,1,2016-05-25 08:45:45,2016-05-25 08:49:05,1,-73.9559097290039,40.78788375854492,-73.95803833007811,40.78230667114258,N,200,595703330,5306314434,6.29149534622114,11.503693653598777
719,id1818483,1,2016-05-11 00:42:26,2016-05-11 00:49:27,1,-73.98703765869139,40.73922348022461,-73.9776840209961,40.72575759887695,N,421,5307048043,8309479410,7.98886711087319,11.453752274834784
720,id2652837,1,2016-04-19 16:47:51,2016-04-19 16:54:46,3,-74.0057144165039,40.73673629760742,-74.00267028808594,40.74872589111328,N,415,1412724862,42453630,1.7910017941071037,55.064707940825095
721,id1456458,2,2016-01-15 18:42:36,2016-01-15 18:49:06,1,-73.95014190673827,40.822021484375,-73.94994354248048,40.80796051025391,N,390,42433797,8758287371,20.034609030907216,45.90255703354682
722,id2704068,2,2016-03-05 23:39:44,2016-03-06 00:05:47,1,-73.97235870361328,40.76522064208984,-73.95523834228516,40.72008895874024,N,1563,4347535692,370895804,28.289074848001377,1566.8713661227525
723,id3955115,2,2016-03-24 17:03:20,2016-03-24 17:08:38,1,-73.9626693725586,40.769718170166016,-73.96259307861328,40.76485824584961,N,318,42445232,5542680320,2.3518277759938644,11.4200457395047
724,id0635524,2,2016-04-04 14:09:05,2016-04-04 14:33:20,1,-73.99176788330078,40.74917984008789,-73.96842193603516,40.760719299316406,N,1455,9414480632,5607992554,16.44397378991114,16.059832662351877
725,id0711116,2,2016-01-17 22:47:02,2016-01-17 22:50:09,5,-73.98677825927734,40.72119140625,-73.98133850097656,40.72898864746094,N,187,4561657054,8309479546,20.33545163823664,5.663966624358946
726,id1948930,2,2016-04-23 18:10:51,2016-04-23 18:15:03,1,-73.94996643066406,40.771240234375,-73.96170043945312,40.77029037475586,N,252,6689923788,3562587894,31.064384833789614,33.08070535343573
727,id3480123,1,2016-01-26 17:22:28,2016-01-26 17:50:27,1,-73.98691558837889,40.758819580078125,-73.9730224609375,40.76487731933594,N,1679,42432697,5609547135,42.78325887176492,24.692374397428214
728,id2072841,2,2016-06-07 10:20:58,2016-06-07 10:43:56,1,-73.97927856445312,40.762481689453125,-73.99159240722656,40.75027847290039,N,1378,3971302313,5235625496,46.218523855274405,34.90540744972699
729,id3633511,1,2016-05-09 23:05:32,2016-05-09 23:17:00,1,-73.95641326904298,40.7713279724121,-73.97956848144531,40.73305892944336,N,688,6176390287,387185035,4.274734971668372,1.98323139853381
730,id2827889,1,2016-03-19 19:07:20,2016-03-19 19:31:07,2,-73.99480438232422,40.729488372802734,-73.98418426513672,40.76314926147461,N,1427,8309479136,3977886873,17.808670422703262,82.36781854283947
731,id0556653,2,2016-05-30 13:33:07,2016-05-30 13:41:03,2,-74.00074768066406,40.71828079223633,-73.9961395263672,40.690948486328125,N,476,8307641787,2378397706,13.813056374951554,1657.6402432682926
732,id0318778,1,2016-02-17 00:07:44,2016-02-17 00:50:30,1,-73.78238677978516,40.64451217651367,-73.98204803466798,40.77195739746094,N,2566,42437522,9170790606,18115.70408332127,7.426081270451369
733,id1922478,2,2016-04-05 13:18:31,2016-04-05 13:25:48,1,-73.9544448852539,40.82122039794922,-73.95278930664062,40.810791015625,N,437,42428912,8225869606,28.884065642318383,6.6657435627696335
734,id1340693,1,2016-01-08 11:54:41,2016-01-08 11:58:10,1,-73.98497009277344,40.77424240112305,-73.98043060302734,40.78036880493164,N,209,7050687051,8323051889,3.61455155322802,10.120876774818576
735,id0461973,2,2016-02-11 12:08:38,2016-02-11 12:46:54,1,-73.98892211914062,40.736831665039055,-73.9826889038086,40.77692031860352,N,2296,4597668027,3377383057,22.850343395439488,33.441837390627974
736,id1374613,1,2016-04-20 21:31:30,2016-04-20 21:53:25,1,-73.99771881103516,40.740989685058594,-73.95623016357422,40.78447723388672,N,1315,8429213035,7093725099,0.8646007193365854,21.016152234924952
737,id0620947,1,2016-06-04 17:36:32,2016-06-04 17:46:16,2,-73.95521545410156,40.78585433959961,-73.95439147949219,40.8009033203125,N,584,7093620715,9153603242,5.890464201953951,22.350702576255255
738,id0871223,1,2016-03-14 07:55:32,2016-03-14 08:08:48,1,-73.95388793945312,40.76695251464844,-73.95384979248048,40.78788375854492,N,796,4207313503,6270714182,4.431512441431504,9.073799414421226
739,id3631567,1,2016-05-29 01:20:07,2016-05-29 01:41:39,2,-73.9823989868164,40.77691650390625,-73.93868255615233,40.83374786376953,N,1292,5115917322,2075600883,23.25463513063113,17.031584954080124
740,id0931156,1,2016-06-21 08:22:21,2016-06-21 08:36:16,1,-73.98651123046875,40.66110229492188,-73.97057342529298,40.67243576049805,N,835,4147043293,3235903195,4943.629883178003,4349.224038540978
741,id3307673,2,2016-03-22 06:31:31,2016-03-22 06:37:09,5,-73.97982025146483,40.740699768066406,-73.99205780029298,40.74924850463867,N,338,8883623403,9414480628,19.536378628426675,12.418852113228843
742,id1203658,2,2016-05-21 14:26:38,2016-05-21 14:45:43,1,-74.00919342041014,40.71334838867188,-74.00447082519531,40.74156188964844,N,1145,8279851449,8262308746,2.0783405230269376,21.433444416418872
743,id2695306,1,2016-05-01 02:12:19,2016-05-01 02:15:53,1,-73.98111724853516,40.74442672729492,-73.97569274902342,40.7513542175293,N,214,8119462500,42446959,2.7647504056948837,32.04523732595742
744,id0825711,2,2016-06-27 22:39:35,2016-06-27 22:52:47,1,-73.9486312866211,40.781517028808594,-73.97322845458984,40.783538818359375,N,792,6185259913,42433565,22.599263314787308,82.5737964229378
745,id0606164,1,2016-03-27 20:05:31,2016-03-27 20:32:58,1,-73.97810363769531,40.75227737426758,-73.99358367919923,40.69612884521485,N,1647,3955360018,42451436,21.502102502487393,1359.198391159121
746,id0047550,1,2016-05-17 17:10:50,2016-05-17 17:33:07,1,-73.97681427001953,40.750450134277344,-73.98544311523438,40.76333236694336,N,1337,42446949,9469961218,34.9525242212474,17.88059848441192
747,id3770788,2,2016-03-18 19:52:22,2016-03-18 19:56:33,1,-73.96338653564453,40.757957458496094,-73.95326232910156,40.77159881591797,N,251,9052542036,6689909661,15.395080181588991,3.176235252577565
748,id0767781,1,2016-05-09 07:19:05,2016-05-09 07:28:54,1,-74.0002212524414,40.732818603515625,-73.98503875732422,40.7602767944336,N,589,8231954052,2435108436,11.72034900807294,15.388351911757075
749,id1179349,1,2016-04-11 09:31:27,2016-04-11 09:47:43,2,-73.9716796875,40.755416870117195,-73.9871826171875,40.7603874206543,N,976,4550867479,8250892563,12.250087090333727,19.92026906512006
750,id0560934,1,2016-06-13 14:32:01,2016-06-13 15:04:40,1,-73.87069702148438,40.77359771728516,-73.97478485107422,40.752140045166016,N,1959,3786724053,4555838817,5531.466441757587,34.62178711906473
751,id0972813,2,2016-06-10 09:22:52,2016-06-10 09:45:43,1,-73.97766876220702,40.75217056274414,-73.87104034423827,40.774051666259766,N,1371,9140654137,3786724053,4.885109094857945,5483.336104307946
752,id1201454,2,2016-01-03 12:20:24,2016-01-03 12:23:23,1,-73.97238922119139,40.745262145996094,-73.96340942382812,40.75749588012695,N,179,3946500935,42443618,18.509833087869325,15.166736912921113
753,id0744544,1,2016-01-22 22:44:56,2016-01-22 22:54:52,1,-73.98683929443358,40.76094818115234,-73.95900726318358,40.76381301879882,N,596,42435680,8959167157,17.950596684065548,11.195371146266774
754,id0923913,2,2016-06-03 16:22:45,2016-06-03 16:33:46,1,-73.9814224243164,40.76826858520508,-73.98104095458984,40.78215026855469,N,661,4347550065,8727756115,1.8459729025686713,32.4400111772341
755,id1761032,1,2016-04-22 09:11:12,2016-04-22 09:44:58,1,-73.94471740722656,40.77927017211913,-73.98000335693358,40.74581146240234,N,2026,6214889059,8133342846,7.285199527438128,12.965645323743624
756,id1554407,2,2016-01-20 18:32:18,2016-01-20 18:47:40,2,-73.99666595458984,40.742725372314446,-73.98530578613281,40.7283935546875,N,922,42439836,8309479518,11.962203941595195,29.914442619557995
757,id2438420,1,2016-04-21 18:59:28,2016-04-21 19:05:37,1,-73.96625518798828,40.75406646728516,-73.95730590820312,40.768497467041016,N,369,8224618715,3562587904,15.239269237411923,82.76599164948392
758,id1298927,2,2016-04-03 20:50:59,2016-04-03 20:58:45,1,-73.97881317138672,40.75873947143555,-73.98281860351561,40.74206161499024,N,466,3855009864,3997461343,33.53185344568232,5.092924491975054
759,id1256991,2,2016-02-20 00:59:10,2016-02-20 01:06:31,1,-73.98912048339844,40.748626708984375,-73.98287200927734,40.746109008789055,N,441,6224277875,8119462499,24.10475108852855,45.11340331596257
760,id0983980,1,2016-06-04 18:24:14,2016-06-04 18:37:25,1,-73.9730224609375,40.75774765014648,-73.98301696777342,40.76122283935546,N,791,5475605298,3977886860,26.847742643271708,18.03794751820877
761,id2456902,1,2016-03-29 07:14:54,2016-03-29 07:27:59,1,-74.00836944580078,40.72211837768555,-73.97655487060547,40.75175094604492,N,785,8304498079,9140884588,13.445977678103874,22.428515764914646
762,id1714757,1,2016-04-03 23:16:41,2016-04-03 23:31:28,4,-73.98668670654298,40.75840759277344,-74.00504302978516,40.72372055053711,N,887,42432697,4890320283,6.98555248724928,12.893540351170245
763,id1014588,1,2016-05-14 21:52:17,2016-05-14 22:21:54,4,-73.98001098632812,40.72671127319336,-74.01045227050781,40.71383666992188,N,1777,4216045835,8279851470,13.401601207553433,3.392762821834252
764,id1003405,2,2016-06-02 14:32:06,2016-06-02 14:46:23,6,-74.00103759765625,40.71870040893555,-74.00775146484375,40.72014236450195,N,857,591995273,1701898659,36.43503206631887,63.84274851614223
765,id3885767,1,2016-02-17 17:20:01,2016-02-17 17:51:04,2,-73.96623229980467,40.76814651489258,-73.94850158691406,40.80902099609375,N,1863,596775973,5266458360,19.353511840262932,4.578251607444944
766,id2022146,2,2016-01-25 17:51:57,2016-01-25 18:06:28,1,-73.96983337402342,40.75067901611328,-73.94043731689453,40.808948516845696,N,871,4481642369,42438984,17.202537063153652,3.5011631593814725
767,id0885168,2,2016-06-02 21:44:30,2016-06-02 21:59:57,1,-73.9735336303711,40.75167846679688,-73.94882202148438,40.773868560791016,N,927,42449948,7834024318,43.008308975879686,21.034351015342995
768,id3027389,1,2016-05-06 19:54:25,2016-05-06 19:59:28,1,-73.96877288818358,40.76124954223633,-73.97833251953125,40.76340103149414,N,303,42447007,3971302315,42.31253207307527,34.283133191146675
769,id2772572,1,2016-06-11 01:32:57,2016-06-11 01:46:11,1,-73.95046997070312,40.77958679199219,-73.89605712890625,40.81646347045898,N,794,7941210734,5175281841,3.9729241845351453,3188.2909816015213
770,id3025140,2,2016-05-27 14:46:01,2016-05-27 14:50:51,2,-73.94700622558595,40.78009033203125,-73.94698333740233,40.771881103515625,N,290,6214889044,7103815268,3.0802017211691295,13.797267922792164
771,id2862186,2,2016-02-23 08:00:03,2016-02-23 08:23:26,2,-73.955810546875,40.78221130371094,-73.86521911621094,40.77069854736328,N,1403,7160238609,3786724053,4.519176180041038,6088.300222054369
772,id1309210,1,2016-01-26 10:50:39,2016-01-26 11:03:46,1,-74.01055145263672,40.714065551757805,-74.00532531738281,40.71994018554688,N,787,8279851471,4890614479,17.702630483217984,2.507898131186032
773,id1928326,1,2016-05-01 03:54:11,2016-05-01 03:58:07,1,-73.98554229736328,40.75265884399414,-73.99600219726561,40.75899124145508,N,236,42430320,42455751,31.04593524408076,5.255176543803036
774,id3697489,1,2016-01-13 13:53:29,2016-01-13 14:08:21,1,-73.94898223876953,40.78157806396485,-73.98234558105469,40.77892303466797,Y,892,6185259914,3235708630,5.872602715071228,19.013571777643232
775,id1790044,2,2016-06-17 07:47:01,2016-06-17 07:59:29,5,-73.99388122558594,40.731231689453125,-73.97305297851561,40.75804901123047,N,748,8309479181,9140940641,8.573682965788237,35.75310049237161
776,id1887303,2,2016-01-05 21:25:54,2016-01-05 21:35:32,1,-73.9974365234375,40.71939849853516,-73.98135375976561,40.72480010986328,N,578,8307641655,4216045828,7.349469720193286,25.717994608671923
777,id1978546,2,2016-03-06 14:34:05,2016-03-06 14:45:09,1,-73.96217346191406,40.77899169921875,-73.98809814453125,40.77699661254882,N,664,3392519828,5117745451,7.027439189967491,12.8638766676582
778,id1216848,2,2016-04-17 21:37:29,2016-04-17 21:56:37,5,-73.98455047607422,40.76094818115234,-73.9864730834961,40.72222137451172,N,1148,2435108454,4598752866,11.152120819848918,2.663078845308518
779,id1088749,1,2016-05-16 12:18:47,2016-05-16 12:33:52,1,-73.96829223632812,40.762252807617195,-73.98801422119139,40.74120330810546,N,905,42447009,4276517099,10.922288189016948,26.197893718474386
780,id1043917,2,2016-06-16 20:26:03,2016-06-16 20:52:05,1,-74.01377868652342,40.7139778137207,-73.95732879638672,40.72021865844727,N,1562,5813280746,370895804,14.023761210204457,1399.801648291939
781,id3923685,1,2016-02-07 01:50:08,2016-02-07 02:01:50,1,-73.98590087890625,40.74698257446289,-74.00527954101561,40.71562957763672,N,702,9150486271,4754091362,33.29708799358627,19.90586071111847
782,id1683694,1,2016-05-07 23:43:48,2016-05-07 23:50:56,3,-73.98825073242188,40.727832794189446,-73.97607421875,40.740272521972656,N,428,3420766631,1632878994,13.361545794982055,12.295510057163202
783,id1715659,2,2016-05-24 20:22:42,2016-05-24 20:28:34,3,-73.98487091064453,40.743118286132805,-73.9994888305664,40.737659454345696,N,352,4597668031,8310246325,49.866325826343555,51.92914571879524
784,id0136242,1,2016-01-11 10:58:10,2016-01-11 11:10:02,1,-73.96550750732422,40.75912857055664,-73.988037109375,40.76043701171875,N,712,6139477282,6210777836,19.924162765181475,38.12266770659526
785,id0408653,1,2016-03-10 22:43:50,2016-03-10 23:07:28,1,-73.98360443115233,40.72679901123047,-73.91761016845702,40.70514678955078,N,1418,4216045849,42450876,35.5221870827925,5029.579543910985
786,id2995631,2,2016-06-28 18:07:32,2016-06-28 18:20:08,1,-73.96084594726561,40.78105163574219,-73.9745864868164,40.76494598388672,N,756,7093980572,4347534780,14.678434844161748,77.27689882808808
787,id2024551,2,2016-02-05 09:33:40,2016-02-05 09:50:57,1,-73.99183654785155,40.73119354248047,-73.98497009277344,40.74781799316406,N,1037,8309479636,42446701,4.730968751391694,6.856018569603157
788,id0000967,2,2016-02-27 15:30:56,2016-02-27 15:35:55,1,-73.97216033935547,40.75592422485352,-73.98228454589844,40.75704193115234,N,299,4782442661,3944708054,50.7764853135587,32.1943211038629
789,id2674024,1,2016-03-26 14:43:55,2016-03-26 15:07:02,2,-73.87300109863281,40.77410125732422,-73.97222137451173,40.756961822509766,N,1387,3786724053,3977886193,5332.77819782441,26.00009432162938
790,id2062480,2,2016-02-04 20:38:48,2016-02-04 21:10:09,1,-73.9778823852539,40.72600555419922,-73.98873901367188,40.774238586425774,N,1881,8309479411,7595763585,22.045399407894756,7.191988615567497
791,id2039685,1,2016-03-21 22:02:35,2016-03-21 22:10:20,1,-73.96308898925781,40.77458953857422,-73.9830551147461,40.78411865234375,N,465,42446013,9168918191,45.62199231432423,21.554390091160407
792,id1816342,2,2016-01-19 17:56:19,2016-01-19 18:11:37,1,-73.97379302978516,40.75607299804688,-73.98966979980467,40.752235412597656,N,918,1745991209,42439955,20.422572024391663,6.1054468140207625
793,id1537510,2,2016-03-26 08:19:39,2016-03-26 08:31:21,5,-73.97775268554686,40.74551773071289,-73.98700714111328,40.75948715209961,N,702,3932847287,2639531766,25.876647531981405,20.673192171510273
794,id3382236,2,2016-01-23 10:38:43,2016-01-23 10:44:15,5,-73.97528076171875,40.760990142822266,-73.96318054199219,40.76776123046875,N,332,3977886255,3278932321,1.9407774068337464,57.157455418049395
795,id0984462,1,2016-03-09 14:47:00,2016-03-09 14:56:05,1,-73.99243927001953,40.74534225463867,-73.98643493652342,40.73983001708984,N,545,8397237737,42448693,53.88921952035752,38.843987039778796
796,id3041176,2,2016-05-13 01:30:05,2016-05-13 01:42:31,2,-74.00041198730467,40.73012161254882,-73.98341369628906,40.76593017578125,N,746,8429015951,42431556,12.602692391641012,11.73474714383482
797,id3358294,2,2016-02-23 16:35:23,2016-02-23 17:02:45,1,-73.98103332519531,40.73353576660156,-73.95360565185547,40.77100372314453,N,1642,4298757029,42446478,12.655673599970331,4.163233480999745
798,id0129235,1,2016-03-05 13:05:48,2016-03-05 13:16:56,2,-73.97261047363281,40.67742156982422,-73.9729232788086,40.65258407592773,N,668,3235903195,9181607979,3773.1555395514592,6299.096200067753
799,id0965422,2,2016-06-16 17:05:03,2016-06-16 17:12:14,2,-73.96228790283203,40.759101867675774,-73.95584106445312,40.77545166015625,N,431,4918486729,42450025,10.122375853974997,44.710486514051425
800,id0183040,2,2016-06-04 23:41:59,2016-06-04 23:50:08,2,-73.99432373046875,40.7506217956543,-73.98596954345702,40.76775360107422,N,489,5122601050,42445037,29.35776478520082,27.81671683655983
801,id2699058,1,2016-03-24 19:42:31,2016-03-24 19:54:28,1,-74.00536346435547,40.72848129272461,-73.987548828125,40.736675262451165,N,717,9259617996,42434357,2.451199258949398,54.122348885724776
802,id3967576,1,2016-04-07 04:09:50,2016-04-07 04:17:09,1,-73.9964370727539,40.73782730102539,-73.98809051513672,40.76887893676758,N,439,8323660592,3998699936,7.31456871632528,35.12862755084426
803,id1497574,2,2016-03-01 18:42:04,2016-03-01 18:46:30,6,-73.9533920288086,40.782539367675774,-73.94916534423827,40.776885986328125,N,266,7158854747,7834030834,12.84251175198163,8.489130242796884
804,id3147615,2,2016-05-10 16:57:51,2016-05-10 17:04:05,3,-73.98612213134764,40.740379333496094,-73.97258758544923,40.74671936035156,N,374,5266429281,5129150834,4.244817009341674,22.91927961102385
805,id3765697,2,2016-02-16 19:57:01,2016-02-16 20:09:51,2,-73.98944854736328,40.66556167602539,-74.01844787597656,40.64274978637695,N,770,5178357339,4150144218,4390.5682138695365,6479.3308087145915
806,id3461680,2,2016-06-01 12:03:54,2016-06-01 12:36:32,1,-73.9939193725586,40.74568176269531,-73.87319946289062,40.77436065673828,N,1958,42439842,3786724053,46.03305554833224,5304.965204966297
807,id3855917,2,2016-05-15 01:15:28,2016-05-15 01:24:53,1,-74.006591796875,40.744258880615234,-73.99433135986328,40.732120513916016,N,565,8261123439,8309478872,20.909001329024687,1.274412621499433
808,id1920009,1,2016-03-07 18:56:40,2016-03-07 19:14:48,1,-73.99036407470702,40.75248336791992,-73.95858764648438,40.76879119873047,N,1088,42439955,3562587901,60.94358748308103,10.540028665197118
809,id3581820,2,2016-06-26 01:28:01,2016-06-26 01:38:20,1,-73.99138641357422,40.749881744384766,-73.96408081054686,40.76457977294922,N,619,5235625493,42431656,13.916322563626366,21.660720656930167
810,id3769681,1,2016-03-18 21:38:27,2016-03-18 21:46:16,2,-73.979248046875,40.771987915039055,-73.95449829101561,40.78242874145508,N,469,7784826680,7158854756,18.12789268871436,59.81543551579396
811,id1122575,1,2016-02-19 11:26:47,2016-02-19 11:28:14,3,-73.95728302001953,40.774070739746094,-73.95722961425781,40.7702751159668,N,87,42450015,9447550720,24.25414833713482,4.477396823278885
812,id3834849,1,2016-04-26 12:34:46,2016-04-26 12:43:25,1,-73.99027252197266,40.7559700012207,-73.9798355102539,40.762222290039055,N,519,42435657,3971196635,38.42181261880665,20.63573674189447
813,id0498324,1,2016-06-05 15:19:20,2016-06-05 15:31:51,1,-73.97307586669923,40.74877166748047,-73.97781372070312,40.75463104248047,N,751,9496199168,3955372308,7.044445894989066,7.5967208376037165
814,id2587992,1,2016-06-15 18:34:54,2016-06-15 19:15:46,1,-74.00936126708984,40.709075927734375,-73.94978332519531,40.77261734008789,N,2452,42454792,7834024335,31.32475773919907,21.925331779197165
815,id0801359,2,2016-04-23 23:31:56,2016-04-23 23:55:01,1,-73.9933090209961,40.757339477539055,-74.0038070678711,40.71561813354492,N,1385,9457138085,1253070785,12.672572221316026,33.85574875963075
816,id2735670,2,2016-01-30 19:30:16,2016-01-30 19:33:49,6,-73.98529052734375,40.76847076416016,-73.98645782470702,40.762489318847656,N,213,42445039,6210777840,15.327359949807764,26.717849497249684
