,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps
1180,1180,309450344,307664257,1,12,2,2022-01-01 12:02:00,"[309450344, 309450340, 1633571571, 309450229, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257]",2022-01-01 12:06:55.200,295.2,"{309450344: '2022-01-01 12:02:00', 309450340: '2022-01-01 12:02:22', 1633571571: '2022-01-01 12:02:45', 309450229: '2022-01-01 12:03:08', 306222128: '2022-01-01 12:03:30', 307662242: '2022-01-01 12:03:53', 309450366: '2022-01-01 12:04:16', 307662284: '2022-01-01 12:04:38', 307662889: '2022-01-01 12:05:01', 307663269: '2022-01-01 12:05:24', 304525639: '2022-01-01 12:05:47', 290333444: '2022-01-01 12:06:09', 290333443: '2022-01-01 12:06:32', 307664257: '2022-01-01 12:06:55'}"
1181,1181,306225009,306219024,1,7,20,2022-01-01 07:20:00,"[306225009, 306224552, 306222462, 306218723, 306219024]",2022-01-01 07:23:37.600,217.6,"{306225009: '2022-01-01 07:20:00', 306224552: '2022-01-01 07:20:54', 306222462: '2022-01-01 07:21:48', 306218723: '2022-01-01 07:22:43', 306219024: '2022-01-01 07:23:37'}"
1182,1182,280324476,307662242,1,12,36,2022-01-01 12:36:00,"[280324476, 280324485, 307662889, 307662284, 309450366, 307662242]",2022-01-01 12:40:26.100,266.1,"{280324476: '2022-01-01 12:36:00', 280324485: '2022-01-01 12:36:53', 307662889: '2022-01-01 12:37:46', 307662284: '2022-01-01 12:38:39', 309450366: '2022-01-01 12:39:32', 307662242: '2022-01-01 12:40:26'}"
1183,1183,3023405360,306226719,1,2,44,2022-01-01 02:44:00,"[3023405360, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 306226719]",2022-01-01 02:45:37.100,97.1,"{3023405360: '2022-01-01 02:44:00', 306221765: '2022-01-01 02:44:08', 306225000: '2022-01-01 02:44:17', 306224552: '2022-01-01 02:44:26', 306225009: '2022-01-01 02:44:35', 306225011: '2022-01-01 02:44:44', 306225115: '2022-01-01 02:44:52', 306221900: '2022-01-01 02:45:01', 306222385: '2022-01-01 02:45:10', 306222128: '2022-01-01 02:45:19', 309450229: '2022-01-01 02:45:28', 306226719: '2022-01-01 02:45:37'}"
1184,1184,290333858,306221653,1,9,14,2022-01-01 09:14:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653]",2022-01-01 09:20:06.200,366.2,"{290333858: '2022-01-01 09:14:00', 307664257: '2022-01-01 09:14:24', 290333443: '2022-01-01 09:14:48', 290333444: '2022-01-01 09:15:13', 304525639: '2022-01-01 09:15:37', 307663269: '2022-01-01 09:16:02', 307662889: '2022-01-01 09:16:26', 307662284: '2022-01-01 09:16:50', 309450366: '2022-01-01 09:17:15', 307662242: '2022-01-01 09:17:39', 306222128: '2022-01-01 09:18:04', 306222385: '2022-01-01 09:18:28', 306221900: '2022-01-01 09:18:52', 306225115: '2022-01-01 09:19:17', 306225011: '2022-01-01 09:19:41', 306221653: '2022-01-01 09:20:06'}"
1185,1185,297675884,306221802,1,22,36,2022-01-01 22:36:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 22:41:32.500,332.5,"{297675884: '2022-01-01 22:36:00', 307663269: '2022-01-01 22:36:22', 307662889: '2022-01-01 22:36:44', 307662284: '2022-01-01 22:37:06', 309450366: '2022-01-01 22:37:28', 307662242: '2022-01-01 22:37:50', 306222128: '2022-01-01 22:38:13', 306222385: '2022-01-01 22:38:35', 306221900: '2022-01-01 22:38:57', 306225115: '2022-01-01 22:39:19', 306225011: '2022-01-01 22:39:41', 306221653: '2022-01-01 22:40:03', 306225000: '2022-01-01 22:40:26', 306221765: '2022-01-01 22:40:48', 306221807: '2022-01-01 22:41:10', 306221802: '2022-01-01 22:41:32'}"
1186,1186,280324485,297675884,1,5,9,2022-01-01 05:09:00,"[280324485, 307662889, 307663269, 297675884]",2022-01-01 05:12:25.200,205.2,"{280324485: '2022-01-01 05:09:00', 307662889: '2022-01-01 05:10:08', 307663269: '2022-01-01 05:11:16', 297675884: '2022-01-01 05:12:25'}"
1187,1187,7756059875,7756059834,1,21,59,2022-01-01 21:59:00,"[7756059875, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 21:59:47.100,47.1,"{7756059875: '2022-01-01 21:59:00', 307662149: '2022-01-01 21:59:11', 7756059845: '2022-01-01 21:59:23', 7756059836: '2022-01-01 21:59:35', 7756059834: '2022-01-01 21:59:47'}"
1188,1188,307662238,309450344,1,9,23,2022-01-01 09:23:00,"[307662238, 354863308, 1633571571, 309450340, 309450344]",2022-01-01 09:23:33.700,33.7,"{307662238: '2022-01-01 09:23:00', 354863308: '2022-01-01 09:23:08', 1633571571: '2022-01-01 09:23:16', 309450340: '2022-01-01 09:23:25', 309450344: '2022-01-01 09:23:33'}"
1189,1189,306218723,309450366,1,13,9,2022-01-01 13:09:00,"[306218723, 306222462, 306226719, 309450229, 306222128, 307662242, 309450366]",2022-01-01 13:11:43.300,163.3,"{306218723: '2022-01-01 13:09:00', 306222462: '2022-01-01 13:09:27', 306226719: '2022-01-01 13:09:54', 309450229: '2022-01-01 13:10:21', 306222128: '2022-01-01 13:10:48', 307662242: '2022-01-01 13:11:16', 309450366: '2022-01-01 13:11:43'}"
1190,1190,309441548,306222676,1,18,17,2022-01-01 18:17:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676]",2022-01-01 18:18:28.000,88.0,"{309441548: '2022-01-01 18:17:00', 309441562: '2022-01-01 18:17:14', 309441547: '2022-01-01 18:17:29', 306221950: '2022-01-01 18:17:44', 399384843: '2022-01-01 18:17:58', 306221941: '2022-01-01 18:18:13', 306222676: '2022-01-01 18:18:28'}"
1191,1191,290333400,3023405356,1,16,0,2022-01-01 16:00:00,"[290333400, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 16:06:02.900,362.9,"{290333400: '2022-01-01 16:00:00', 290333444: '2022-01-01 16:00:20', 304525639: '2022-01-01 16:00:40', 307663269: '2022-01-01 16:01:00', 307662889: '2022-01-01 16:01:20', 307662284: '2022-01-01 16:01:40', 309450366: '2022-01-01 16:02:00', 307662242: '2022-01-01 16:02:21', 306222128: '2022-01-01 16:02:41', 306222385: '2022-01-01 16:03:01', 306221900: '2022-01-01 16:03:21', 306225115: '2022-01-01 16:03:41', 306225011: '2022-01-01 16:04:01', 306221653: '2022-01-01 16:04:22', 306225000: '2022-01-01 16:04:42', 306221765: '2022-01-01 16:05:02', 306221807: '2022-01-01 16:05:22', 306221802: '2022-01-01 16:05:42', 3023405356: '2022-01-01 16:06:02'}"
1192,1192,309450229,306226719,1,8,35,2022-01-01 08:35:00,"[309450229, 306226719]",2022-01-01 08:35:11.700,11.7,"{309450229: '2022-01-01 08:35:00', 306226719: '2022-01-01 08:35:11'}"
1193,1193,280324485,2586413037,1,22,42,2022-01-01 22:42:00,"[280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 2586413037]",2022-01-01 22:46:53.500,293.5,"{280324485: '2022-01-01 22:42:00', 307662889: '2022-01-01 22:42:26', 307662284: '2022-01-01 22:42:53', 309450366: '2022-01-01 22:43:20', 307662242: '2022-01-01 22:43:46', 306222128: '2022-01-01 22:44:13', 306222385: '2022-01-01 22:44:40', 306221900: '2022-01-01 22:45:06', 306221960: '2022-01-01 22:45:33', 306222676: '2022-01-01 22:46:00', 306221941: '2022-01-01 22:46:26', 2586413037: '2022-01-01 22:46:53'}"
1194,1194,297675884,2586413037,1,14,27,2022-01-01 14:27:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 2586413037]",2022-01-01 14:31:40.100,280.1,"{297675884: '2022-01-01 14:27:00', 307663269: '2022-01-01 14:27:23', 307662889: '2022-01-01 14:27:46', 307662284: '2022-01-01 14:28:10', 309450366: '2022-01-01 14:28:33', 307662242: '2022-01-01 14:28:56', 306222128: '2022-01-01 14:29:20', 306222385: '2022-01-01 14:29:43', 306221900: '2022-01-01 14:30:06', 306221960: '2022-01-01 14:30:30', 306222676: '2022-01-01 14:30:53', 306221941: '2022-01-01 14:31:16', 2586413037: '2022-01-01 14:31:40'}"
1195,1195,290333858,399384843,1,16,28,2022-01-01 16:28:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843]",2022-01-01 16:33:49.700,349.7,"{290333858: '2022-01-01 16:28:00', 307664257: '2022-01-01 16:28:21', 290333443: '2022-01-01 16:28:43', 290333444: '2022-01-01 16:29:05', 304525639: '2022-01-01 16:29:27', 307663269: '2022-01-01 16:29:49', 307662889: '2022-01-01 16:30:11', 307662284: '2022-01-01 16:30:32', 309450366: '2022-01-01 16:30:54', 307662242: '2022-01-01 16:31:16', 306222128: '2022-01-01 16:31:38', 306222385: '2022-01-01 16:32:00', 306221900: '2022-01-01 16:32:22', 306221960: '2022-01-01 16:32:44', 306222676: '2022-01-01 16:33:05', 306221941: '2022-01-01 16:33:27', 399384843: '2022-01-01 16:33:49'}"
1196,1196,307664334,297675884,1,6,19,2022-01-01 06:19:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 297675884]",2022-01-01 06:20:18.200,78.2,"{307664334: '2022-01-01 06:19:00', 307664242: '2022-01-01 06:19:13', 307664257: '2022-01-01 06:19:26', 290333443: '2022-01-01 06:19:39', 290333444: '2022-01-01 06:19:52', 304525639: '2022-01-01 06:20:05', 297675884: '2022-01-01 06:20:18'}"
1197,1197,306225011,280324485,1,21,40,2022-01-01 21:40:00,"[306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 280324485]",2022-01-01 21:44:48.300,288.3,"{306225011: '2022-01-01 21:40:00', 306225115: '2022-01-01 21:40:32', 306221900: '2022-01-01 21:41:04', 306222385: '2022-01-01 21:41:36', 306222128: '2022-01-01 21:42:08', 307662242: '2022-01-01 21:42:40', 309450366: '2022-01-01 21:43:12', 307662284: '2022-01-01 21:43:44', 307662889: '2022-01-01 21:44:16', 280324485: '2022-01-01 21:44:48'}"
1198,1198,306219024,306221960,1,23,7,2022-01-01 23:07:00,"[306219024, 306218723, 306222462, 306224552, 306225009, 306225011, 306225115, 306221900, 306221960]",2022-01-01 23:11:08.000,248.0,"{306219024: '2022-01-01 23:07:00', 306218723: '2022-01-01 23:07:31', 306222462: '2022-01-01 23:08:02', 306224552: '2022-01-01 23:08:33', 306225009: '2022-01-01 23:09:04', 306225011: '2022-01-01 23:09:35', 306225115: '2022-01-01 23:10:06', 306221900: '2022-01-01 23:10:37', 306221960: '2022-01-01 23:11:08'}"
1199,1199,304525639,306218723,1,21,58,2022-01-01 21:58:00,"[304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462, 306218723]",2022-01-01 22:04:20.800,380.8,"{304525639: '2022-01-01 21:58:00', 307663269: '2022-01-01 21:58:38', 307662889: '2022-01-01 21:59:16', 307662284: '2022-01-01 21:59:54', 309450366: '2022-01-01 22:00:32', 307662242: '2022-01-01 22:01:10', 306222128: '2022-01-01 22:01:48', 309450229: '2022-01-01 22:02:26', 306226719: '2022-01-01 22:03:04', 306222462: '2022-01-01 22:03:42', 306218723: '2022-01-01 22:04:20'}"
1200,1200,309450344,309450234,1,14,40,2022-01-01 14:40:00,"[309450344, 309450340, 1633571571, 354863308, 309450234]",2022-01-01 14:40:30.300,30.3,"{309450344: '2022-01-01 14:40:00', 309450340: '2022-01-01 14:40:07', 1633571571: '2022-01-01 14:40:15', 354863308: '2022-01-01 14:40:22', 309450234: '2022-01-01 14:40:30'}"
1201,1201,309441547,306221960,1,13,39,2022-01-01 13:39:00,"[309441547, 306221950, 399384843, 306221941, 306222676, 306221960]",2022-01-01 13:40:23.700,83.7,"{309441547: '2022-01-01 13:39:00', 306221950: '2022-01-01 13:39:16', 399384843: '2022-01-01 13:39:33', 306221941: '2022-01-01 13:39:50', 306222676: '2022-01-01 13:40:06', 306221960: '2022-01-01 13:40:23'}"
1202,1202,306221950,304525639,1,21,23,2022-01-01 21:23:00,"[306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639]",2022-01-01 21:27:47.900,287.9,"{306221950: '2022-01-01 21:23:00', 399384843: '2022-01-01 21:23:22', 306221941: '2022-01-01 21:23:44', 306222676: '2022-01-01 21:24:06', 306221960: '2022-01-01 21:24:28', 306221900: '2022-01-01 21:24:50', 306222385: '2022-01-01 21:25:12', 306222128: '2022-01-01 21:25:35', 307662242: '2022-01-01 21:25:57', 309450366: '2022-01-01 21:26:19', 307662284: '2022-01-01 21:26:41', 307662889: '2022-01-01 21:27:03', 307663269: '2022-01-01 21:27:25', 304525639: '2022-01-01 21:27:47'}"
1203,1203,307662284,7756059834,1,3,5,2022-01-01 03:05:00,"[307662284, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 03:05:34.300,34.3,"{307662284: '2022-01-01 03:05:00', 307661801: '2022-01-01 03:05:06', 307662149: '2022-01-01 03:05:13', 7756059845: '2022-01-01 03:05:20', 7756059836: '2022-01-01 03:05:27', 7756059834: '2022-01-01 03:05:34'}"
1204,1204,306225000,307664257,1,18,40,2022-01-01 18:40:00,"[306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257]",2022-01-01 18:45:37.300,337.3,"{306225000: '2022-01-01 18:40:00', 306224552: '2022-01-01 18:40:21', 306225009: '2022-01-01 18:40:42', 306225011: '2022-01-01 18:41:03', 306225115: '2022-01-01 18:41:24', 306221900: '2022-01-01 18:41:45', 306222385: '2022-01-01 18:42:06', 306222128: '2022-01-01 18:42:27', 307662242: '2022-01-01 18:42:48', 309450366: '2022-01-01 18:43:09', 307662284: '2022-01-01 18:43:30', 307662889: '2022-01-01 18:43:51', 307663269: '2022-01-01 18:44:12', 304525639: '2022-01-01 18:44:34', 290333444: '2022-01-01 18:44:55', 290333443: '2022-01-01 18:45:16', 307664257: '2022-01-01 18:45:37'}"
1205,1205,306221807,3023405356,1,19,48,2022-01-01 19:48:00,"[306221807, 306221802, 3023405356]",2022-01-01 19:48:17.400,17.4,"{306221807: '2022-01-01 19:48:00', 306221802: '2022-01-01 19:48:08', 3023405356: '2022-01-01 19:48:17'}"
1206,1206,307662889,7756059845,1,14,58,2022-01-01 14:58:00,"[307662889, 307662284, 307661801, 307662149, 7756059845]",2022-01-01 15:00:16.400,136.4,"{307662889: '2022-01-01 14:58:00', 307662284: '2022-01-01 14:58:34', 307661801: '2022-01-01 14:59:08', 307662149: '2022-01-01 14:59:42', 7756059845: '2022-01-01 15:00:16'}"
1207,1207,290333858,280324476,1,18,42,2022-01-01 18:42:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 280324485, 280324476]",2022-01-01 18:47:13.600,313.6,"{290333858: '2022-01-01 18:42:00', 307664257: '2022-01-01 18:42:39', 290333443: '2022-01-01 18:43:18', 290333444: '2022-01-01 18:43:57', 304525639: '2022-01-01 18:44:36', 307663269: '2022-01-01 18:45:16', 307662889: '2022-01-01 18:45:55', 280324485: '2022-01-01 18:46:34', 280324476: '2022-01-01 18:47:13'}"
1208,1208,306224552,306218723,1,14,23,2022-01-01 14:23:00,"[306224552, 306222462, 306218723]",2022-01-01 14:24:41.900,101.9,"{306224552: '2022-01-01 14:23:00', 306222462: '2022-01-01 14:23:50', 306218723: '2022-01-01 14:24:41'}"
1209,1209,7756059836,306221941,1,20,22,2022-01-01 20:22:00,"[7756059836, 7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941]",2022-01-01 20:23:23.900,83.9,"{7756059836: '2022-01-01 20:22:00', 7756059845: '2022-01-01 20:22:06', 307662149: '2022-01-01 20:22:13', 307661801: '2022-01-01 20:22:20', 307662284: '2022-01-01 20:22:27', 309450366: '2022-01-01 20:22:34', 307662242: '2022-01-01 20:22:41', 306222128: '2022-01-01 20:22:48', 306222385: '2022-01-01 20:22:55', 306221900: '2022-01-01 20:23:02', 306221960: '2022-01-01 20:23:09', 306222676: '2022-01-01 20:23:16', 306221941: '2022-01-01 20:23:23'}"
1210,1210,309441548,290333400,1,14,28,2022-01-01 14:28:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 14:34:08.800,368.8,"{309441548: '2022-01-01 14:28:00', 309441562: '2022-01-01 14:28:20', 309441547: '2022-01-01 14:28:40', 306221950: '2022-01-01 14:29:01', 399384843: '2022-01-01 14:29:21', 306221941: '2022-01-01 14:29:42', 306222676: '2022-01-01 14:30:02', 306221960: '2022-01-01 14:30:23', 306221900: '2022-01-01 14:30:43', 306222385: '2022-01-01 14:31:04', 306222128: '2022-01-01 14:31:24', 307662242: '2022-01-01 14:31:45', 309450366: '2022-01-01 14:32:05', 307662284: '2022-01-01 14:32:26', 307662889: '2022-01-01 14:32:46', 307663269: '2022-01-01 14:33:07', 304525639: '2022-01-01 14:33:27', 290333444: '2022-01-01 14:33:48', 290333400: '2022-01-01 14:34:08'}"
1211,1211,306225009,306221671,1,15,40,2022-01-01 15:40:00,"[306225009, 306224552, 306225000, 306221765, 306221807, 306221671]",2022-01-01 15:40:46.900,46.9,"{306225009: '2022-01-01 15:40:00', 306224552: '2022-01-01 15:40:09', 306225000: '2022-01-01 15:40:18', 306221765: '2022-01-01 15:40:28', 306221807: '2022-01-01 15:40:37', 306221671: '2022-01-01 15:40:46'}"
1212,1212,307662284,306221941,1,15,8,2022-01-01 15:08:00,"[307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941]",2022-01-01 15:08:55.300,55.3,"{307662284: '2022-01-01 15:08:00', 309450366: '2022-01-01 15:08:06', 307662242: '2022-01-01 15:08:13', 306222128: '2022-01-01 15:08:20', 306222385: '2022-01-01 15:08:27', 306221900: '2022-01-01 15:08:34', 306221960: '2022-01-01 15:08:41', 306222676: '2022-01-01 15:08:48', 306221941: '2022-01-01 15:08:55'}"
1213,1213,290333443,306224552,1,4,9,2022-01-01 04:09:00,"[290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552]",2022-01-01 04:14:30.600,330.6,"{290333443: '2022-01-01 04:09:00', 290333444: '2022-01-01 04:09:23', 304525639: '2022-01-01 04:09:47', 307663269: '2022-01-01 04:10:10', 307662889: '2022-01-01 04:10:34', 307662284: '2022-01-01 04:10:58', 309450366: '2022-01-01 04:11:21', 307662242: '2022-01-01 04:11:45', 306222128: '2022-01-01 04:12:08', 306222385: '2022-01-01 04:12:32', 306221900: '2022-01-01 04:12:56', 306225115: '2022-01-01 04:13:19', 306225011: '2022-01-01 04:13:43', 306225009: '2022-01-01 04:14:06', 306224552: '2022-01-01 04:14:30'}"
1214,1214,290333858,306222462,1,7,52,2022-01-01 07:52:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462]",2022-01-01 07:58:31.100,391.1,"{290333858: '2022-01-01 07:52:00', 307664257: '2022-01-01 07:52:30', 290333443: '2022-01-01 07:53:00', 290333444: '2022-01-01 07:53:30', 304525639: '2022-01-01 07:54:00', 307663269: '2022-01-01 07:54:30', 307662889: '2022-01-01 07:55:00', 307662284: '2022-01-01 07:55:30', 309450366: '2022-01-01 07:56:00', 307662242: '2022-01-01 07:56:30', 306222128: '2022-01-01 07:57:00', 309450229: '2022-01-01 07:57:30', 306226719: '2022-01-01 07:58:01', 306222462: '2022-01-01 07:58:31'}"
1215,1215,7756059845,306221802,1,15,30,2022-01-01 15:30:00,"[7756059845, 307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 15:32:34.600,154.6,"{7756059845: '2022-01-01 15:30:00', 307662149: '2022-01-01 15:30:10', 307661801: '2022-01-01 15:30:20', 307662284: '2022-01-01 15:30:30', 309450366: '2022-01-01 15:30:41', 307662242: '2022-01-01 15:30:51', 306222128: '2022-01-01 15:31:01', 306222385: '2022-01-01 15:31:12', 306221900: '2022-01-01 15:31:22', 306225115: '2022-01-01 15:31:32', 306225011: '2022-01-01 15:31:43', 306221653: '2022-01-01 15:31:53', 306225000: '2022-01-01 15:32:03', 306221765: '2022-01-01 15:32:13', 306221807: '2022-01-01 15:32:24', 306221802: '2022-01-01 15:32:34'}"
1216,1216,290333858,306221804,1,8,2,2022-01-01 08:02:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221802, 306221804]",2022-01-01 08:08:58.600,418.6,"{290333858: '2022-01-01 08:02:00', 307664257: '2022-01-01 08:02:19', 290333443: '2022-01-01 08:02:39', 290333444: '2022-01-01 08:02:59', 304525639: '2022-01-01 08:03:19', 307663269: '2022-01-01 08:03:39', 307662889: '2022-01-01 08:03:59', 307662284: '2022-01-01 08:04:19', 309450366: '2022-01-01 08:04:39', 307662242: '2022-01-01 08:04:59', 306222128: '2022-01-01 08:05:19', 306222385: '2022-01-01 08:05:39', 306221900: '2022-01-01 08:05:59', 306225115: '2022-01-01 08:06:19', 306225011: '2022-01-01 08:06:39', 306225009: '2022-01-01 08:06:58', 306224552: '2022-01-01 08:07:18', 306225000: '2022-01-01 08:07:38', 306221765: '2022-01-01 08:07:58', 306221807: '2022-01-01 08:08:18', 306221802: '2022-01-01 08:08:38', 306221804: '2022-01-01 08:08:58'}"
1217,1217,290333400,290333443,1,11,23,2022-01-01 11:23:00,"[290333400, 290333444, 290333443]",2022-01-01 11:23:06.500,6.5,"{290333400: '2022-01-01 11:23:00', 290333444: '2022-01-01 11:23:03', 290333443: '2022-01-01 11:23:06'}"
1218,1218,309450229,306226719,1,20,1,2022-01-01 20:01:00,"[309450229, 306226719]",2022-01-01 20:01:11.700,11.7,"{309450229: '2022-01-01 20:01:00', 306226719: '2022-01-01 20:01:11'}"
1219,1219,290333443,307663269,1,14,57,2022-01-01 14:57:00,"[290333443, 290333444, 304525639, 307663269]",2022-01-01 14:57:34.300,34.3,"{290333443: '2022-01-01 14:57:00', 290333444: '2022-01-01 14:57:11', 304525639: '2022-01-01 14:57:22', 307663269: '2022-01-01 14:57:34'}"
1220,1220,309441548,7756059834,1,21,48,2022-01-01 21:48:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836, 7756059834]",2022-01-01 21:50:51.900,171.9,"{309441548: '2022-01-01 21:48:00', 309441562: '2022-01-01 21:48:09', 309441547: '2022-01-01 21:48:19', 306221950: '2022-01-01 21:48:28', 399384843: '2022-01-01 21:48:38', 306221941: '2022-01-01 21:48:47', 306222676: '2022-01-01 21:48:57', 306221960: '2022-01-01 21:49:06', 306221900: '2022-01-01 21:49:16', 306222385: '2022-01-01 21:49:25', 306222128: '2022-01-01 21:49:35', 307662242: '2022-01-01 21:49:45', 309450366: '2022-01-01 21:49:54', 307662284: '2022-01-01 21:50:04', 307661801: '2022-01-01 21:50:13', 307662149: '2022-01-01 21:50:23', 7756059845: '2022-01-01 21:50:32', 7756059836: '2022-01-01 21:50:42', 7756059834: '2022-01-01 21:50:51'}"
1221,1221,280324485,307661801,1,14,8,2022-01-01 14:08:00,"[280324485, 307662889, 307662284, 307661801]",2022-01-01 14:11:47.200,227.2,"{280324485: '2022-01-01 14:08:00', 307662889: '2022-01-01 14:09:15', 307662284: '2022-01-01 14:10:31', 307661801: '2022-01-01 14:11:47'}"
1222,1222,297675884,306224552,1,3,36,2022-01-01 03:36:00,"[297675884, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552]",2022-01-01 03:41:05.200,305.2,"{297675884: '2022-01-01 03:36:00', 307663269: '2022-01-01 03:36:25', 307662889: '2022-01-01 03:36:50', 307662284: '2022-01-01 03:37:16', 309450366: '2022-01-01 03:37:41', 307662242: '2022-01-01 03:38:07', 306222128: '2022-01-01 03:38:32', 306222385: '2022-01-01 03:38:58', 306221900: '2022-01-01 03:39:23', 306225115: '2022-01-01 03:39:48', 306225011: '2022-01-01 03:40:14', 306225009: '2022-01-01 03:40:39', 306224552: '2022-01-01 03:41:05'}"
1223,1223,309441562,309441547,1,5,54,2022-01-01 05:54:00,"[309441562, 309441547]",2022-01-01 05:54:03.700,3.7,"{309441562: '2022-01-01 05:54:00', 309441547: '2022-01-01 05:54:03'}"
1224,1224,280324485,306221804,1,8,7,2022-01-01 08:07:00,"[280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221802, 306221804]",2022-01-01 08:12:50.300,350.3,"{280324485: '2022-01-01 08:07:00', 307662889: '2022-01-01 08:07:21', 307662284: '2022-01-01 08:07:43', 309450366: '2022-01-01 08:08:05', 307662242: '2022-01-01 08:08:27', 306222128: '2022-01-01 08:08:49', 306222385: '2022-01-01 08:09:11', 306221900: '2022-01-01 08:09:33', 306225115: '2022-01-01 08:09:55', 306225011: '2022-01-01 08:10:17', 306225009: '2022-01-01 08:10:38', 306224552: '2022-01-01 08:11:00', 306225000: '2022-01-01 08:11:22', 306221765: '2022-01-01 08:11:44', 306221807: '2022-01-01 08:12:06', 306221802: '2022-01-01 08:12:28', 306221804: '2022-01-01 08:12:50'}"
1225,1225,306224552,307662149,1,23,40,2022-01-01 23:40:00,"[306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149]",2022-01-01 23:41:55.500,115.5,"{306224552: '2022-01-01 23:40:00', 306225009: '2022-01-01 23:40:10', 306225011: '2022-01-01 23:40:21', 306225115: '2022-01-01 23:40:31', 306221900: '2022-01-01 23:40:42', 306222385: '2022-01-01 23:40:52', 306222128: '2022-01-01 23:41:03', 307662242: '2022-01-01 23:41:13', 309450366: '2022-01-01 23:41:24', 307662284: '2022-01-01 23:41:34', 307661801: '2022-01-01 23:41:45', 307662149: '2022-01-01 23:41:55'}"
1226,1226,306225011,306221671,1,15,12,2022-01-01 15:12:00,"[306225011, 306225009, 306224552, 306225000, 306221765, 306221807, 306221671]",2022-01-01 15:12:54.800,54.8,"{306225011: '2022-01-01 15:12:00', 306225009: '2022-01-01 15:12:09', 306224552: '2022-01-01 15:12:18', 306225000: '2022-01-01 15:12:27', 306221765: '2022-01-01 15:12:36', 306221807: '2022-01-01 15:12:45', 306221671: '2022-01-01 15:12:54'}"
